,vmax,mslp,type,lat,lon,time,season,stormid,ace,contained
6935,65.0,,HU,11.8,-38.1,1893-09-29 06:00:00,1893,AL091893,0.42250000000000004,False
6936,65.0,,HU,11.8,-39.0,1893-09-29 12:00:00,1893,AL091893,0.42250000000000004,False
6937,65.0,,HU,11.8,-39.8,1893-09-29 18:00:00,1893,AL091893,0.42250000000000004,False
6938,65.0,,HU,11.9,-40.5,1893-09-30 00:00:00,1893,AL091893,0.42250000000000004,False
6939,65.0,,HU,11.9,-41.2,1893-09-30 06:00:00,1893,AL091893,0.42250000000000004,False
6940,65.0,,HU,12.0,-42.0,1893-09-30 12:00:00,1893,AL091893,0.42250000000000004,False
6941,70.0,,HU,12.1,-43.0,1893-09-30 18:00:00,1893,AL091893,0.49000000000000005,False
6942,75.0,,HU,12.3,-43.9,1893-10-01 00:00:00,1893,AL091893,0.5625,False
6943,80.0,,HU,12.5,-44.9,1893-10-01 06:00:00,1893,AL091893,0.64,False
6944,85.0,,HU,12.8,-45.9,1893-10-01 12:00:00,1893,AL091893,0.7225,False
6945,90.0,,HU,13.0,-46.9,1893-10-01 18:00:00,1893,AL091893,0.81,False
6946,95.0,,HU,13.3,-48.0,1893-10-02 00:00:00,1893,AL091893,0.9025000000000002,False
6947,100.0,,HU,13.6,-49.0,1893-10-02 06:00:00,1893,AL091893,1.0,False
6948,105.0,,HU,14.0,-50.0,1893-10-02 12:00:00,1893,AL091893,1.1025,False
6949,105.0,,HU,14.4,-50.9,1893-10-02 18:00:00,1893,AL091893,1.1025,False
6950,105.0,,HU,14.8,-51.6,1893-10-03 00:00:00,1893,AL091893,1.1025,False
6951,105.0,,HU,15.2,-52.2,1893-10-03 06:00:00,1893,AL091893,1.1025,False
6952,105.0,,HU,15.7,-52.7,1893-10-03 12:00:00,1893,AL091893,1.1025,False
6953,105.0,,HU,16.3,-53.2,1893-10-03 18:00:00,1893,AL091893,1.1025,False
6954,105.0,,HU,16.9,-53.7,1893-10-04 00:00:00,1893,AL091893,1.1025,False
6955,105.0,,HU,17.6,-54.2,1893-10-04 06:00:00,1893,AL091893,1.1025,False
6956,105.0,,HU,18.2,-54.7,1893-10-04 12:00:00,1893,AL091893,1.1025,False
6957,105.0,,HU,18.8,-55.2,1893-10-04 18:00:00,1893,AL091893,1.1025,False
6958,105.0,,HU,19.3,-55.7,1893-10-05 00:00:00,1893,AL091893,1.1025,False
6959,105.0,,HU,19.8,-56.2,1893-10-05 06:00:00,1893,AL091893,1.1025,False
6960,105.0,,HU,20.3,-56.7,1893-10-05 12:00:00,1893,AL091893,1.1025,False
6961,105.0,,HU,20.8,-57.2,1893-10-05 18:00:00,1893,AL091893,1.1025,False
6962,105.0,,HU,21.2,-57.7,1893-10-06 00:00:00,1893,AL091893,1.1025,False
6963,105.0,,HU,21.5,-58.2,1893-10-06 06:00:00,1893,AL091893,1.1025,False
6964,105.0,,HU,21.8,-58.7,1893-10-06 12:00:00,1893,AL091893,1.1025,False
6965,105.0,,HU,22.0,-59.2,1893-10-06 18:00:00,1893,AL091893,1.1025,False
6966,105.0,,HU,22.2,-59.8,1893-10-07 00:00:00,1893,AL091893,1.1025,False
6967,105.0,,HU,22.4,-60.4,1893-10-07 06:00:00,1893,AL091893,1.1025,False
6968,105.0,,HU,22.6,-61.0,1893-10-07 12:00:00,1893,AL091893,1.1025,False
6969,105.0,,HU,22.8,-61.7,1893-10-07 18:00:00,1893,AL091893,1.1025,False
6970,105.0,,HU,22.9,-62.5,1893-10-08 00:00:00,1893,AL091893,1.1025,False
6971,105.0,,HU,23.1,-63.3,1893-10-08 06:00:00,1893,AL091893,1.1025,False
6972,105.0,,HU,23.3,-64.2,1893-10-08 12:00:00,1893,AL091893,1.1025,False
6973,105.0,,HU,23.5,-65.1,1893-10-08 18:00:00,1893,AL091893,1.1025,False
6974,105.0,,HU,23.7,-66.0,1893-10-09 00:00:00,1893,AL091893,1.1025,False
6975,105.0,,HU,23.9,-66.9,1893-10-09 06:00:00,1893,AL091893,1.1025,False
6976,105.0,,HU,24.1,-67.8,1893-10-09 12:00:00,1893,AL091893,1.1025,False
6977,105.0,,HU,24.3,-68.7,1893-10-09 18:00:00,1893,AL091893,1.1025,False
6978,105.0,,HU,24.5,-69.5,1893-10-10 00:00:00,1893,AL091893,1.1025,False
6979,105.0,,HU,24.8,-70.3,1893-10-10 06:00:00,1893,AL091893,1.1025,False
6980,105.0,,HU,25.0,-71.2,1893-10-10 12:00:00,1893,AL091893,1.1025,False
6981,105.0,,HU,25.2,-72.2,1893-10-10 18:00:00,1893,AL091893,1.1025,False
6982,105.0,,HU,25.5,-73.2,1893-10-11 00:00:00,1893,AL091893,1.1025,False
6983,105.0,,HU,25.8,-74.2,1893-10-11 06:00:00,1893,AL091893,1.1025,False
6984,105.0,,HU,26.1,-75.2,1893-10-11 12:00:00,1893,AL091893,1.1025,False
6985,105.0,,HU,26.4,-76.2,1893-10-11 18:00:00,1893,AL091893,1.1025,False
6986,105.0,,HU,26.8,-77.1,1893-10-12 00:00:00,1893,AL091893,1.1025,False
6987,105.0,,HU,27.2,-78.1,1893-10-12 06:00:00,1893,AL091893,1.1025,False
6988,105.0,,HU,27.6,-79.0,1893-10-12 12:00:00,1893,AL091893,1.1025,False
6989,105.0,,HU,28.2,-79.7,1893-10-12 18:00:00,1893,AL091893,1.1025,False
6990,105.0,,HU,29.3,-80.6,1893-10-13 00:00:00,1893,AL091893,1.1025,False
6991,105.0,,HU,30.8,-80.8,1893-10-13 06:00:00,1893,AL091893,1.1025,False
6992,105.0,955.0,HU,32.6,-79.7,1893-10-13 12:00:00,1893,AL091893,1.1025,False
6993,105.0,955.0,HU,33.0,-79.5,1893-10-13 13:00:00,1893,AL091893,1.1025,False
6994,80.0,,HU,35.0,-78.6,1893-10-13 18:00:00,1893,AL091893,0.64,False
6995,65.0,,HU,38.7,-78.1,1893-10-14 00:00:00,1893,AL091893,0.42250000000000004,False
6996,60.0,,TS,42.7,-77.6,1893-10-14 06:00:00,1893,AL091893,0.36000000000000004,False
6997,35.0,,TS,16.4,-81.7,1893-09-27 12:00:00,1893,AL101893,0.12250000000000001,False
6998,40.0,,TS,17.0,-82.6,1893-09-27 18:00:00,1893,AL101893,0.16,False
6999,55.0,,TS,17.7,-83.4,1893-09-28 00:00:00,1893,AL101893,0.3025,False
7000,65.0,,HU,18.3,-84.2,1893-09-28 06:00:00,1893,AL101893,0.42250000000000004,False
7001,75.0,,HU,19.0,-85.0,1893-09-28 12:00:00,1893,AL101893,0.5625,False
7002,85.0,,HU,19.7,-85.8,1893-09-28 18:00:00,1893,AL101893,0.7225,False
7003,85.0,,HU,20.3,-86.5,1893-09-29 00:00:00,1893,AL101893,0.7225,False
7004,80.0,,HU,21.0,-87.3,1893-09-29 06:00:00,1893,AL101893,0.64,False
7005,80.0,,HU,21.7,-88.0,1893-09-29 12:00:00,1893,AL101893,0.64,True
7006,80.0,,HU,22.4,-88.7,1893-09-29 18:00:00,1893,AL101893,0.64,True
7007,85.0,,HU,23.1,-89.2,1893-09-30 00:00:00,1893,AL101893,0.7225,True
7008,85.0,,HU,23.8,-89.7,1893-09-30 06:00:00,1893,AL101893,0.7225,True
7009,85.0,,HU,24.5,-90.2,1893-09-30 12:00:00,1893,AL101893,0.7225,True
7010,85.0,,HU,25.1,-90.6,1893-09-30 18:00:00,1893,AL101893,0.7225,True
7011,85.0,,HU,25.7,-90.8,1893-10-01 00:00:00,1893,AL101893,0.7225,True
7012,85.0,,HU,26.2,-91.0,1893-10-01 06:00:00,1893,AL101893,0.7225,True
7013,95.0,,HU,26.9,-91.0,1893-10-01 12:00:00,1893,AL101893,0.9025000000000002,True
7014,105.0,,HU,27.6,-90.9,1893-10-01 18:00:00,1893,AL101893,1.1025,True
7015,115.0,,HU,28.4,-90.5,1893-10-02 00:00:00,1893,AL101893,1.3225,True
7016,115.0,948.0,HU,29.1,-90.0,1893-10-02 06:00:00,1893,AL101893,1.3225,True
7017,115.0,948.0,HU,29.3,-89.8,1893-10-02 08:00:00,1893,AL101893,1.3225,True
7018,95.0,,HU,29.9,-89.3,1893-10-02 12:00:00,1893,AL101893,0.9025000000000002,True
7019,95.0,,HU,30.3,-88.9,1893-10-02 16:00:00,1893,AL101893,0.9025000000000002,True
7020,85.0,,HU,30.5,-88.7,1893-10-02 18:00:00,1893,AL101893,0.7225,False
7021,65.0,,HU,31.3,-87.8,1893-10-03 00:00:00,1893,AL101893,0.42250000000000004,False
7022,55.0,,TS,32.0,-86.7,1893-10-03 06:00:00,1893,AL101893,0.3025,False
7023,50.0,,TS,32.7,-85.5,1893-10-03 12:00:00,1893,AL101893,0.25,False
7024,45.0,,TS,33.4,-83.9,1893-10-03 18:00:00,1893,AL101893,0.2025,False
7025,40.0,,TS,34.0,-81.8,1893-10-04 00:00:00,1893,AL101893,0.16,False
7026,40.0,,TS,34.6,-79.7,1893-10-04 06:00:00,1893,AL101893,0.16,False
7027,35.0,,TS,35.1,-78.0,1893-10-04 12:00:00,1893,AL101893,0.12250000000000001,False
7028,35.0,,TS,35.4,-76.0,1893-10-04 18:00:00,1893,AL101893,0.12250000000000001,False
7029,35.0,,TS,35.3,-74.0,1893-10-05 00:00:00,1893,AL101893,0.12250000000000001,False
7030,35.0,,TS,35.2,-72.2,1893-10-05 06:00:00,1893,AL101893,0.12250000000000001,False
7031,35.0,,TS,35.0,-70.4,1893-10-05 12:00:00,1893,AL101893,0.12250000000000001,False
7032,30.0,,TD,18.0,-82.0,1893-10-20 12:00:00,1893,AL111893,0.0,False
7033,30.0,,TD,19.5,-80.6,1893-10-20 18:00:00,1893,AL111893,0.0,False
7034,30.0,,TD,21.0,-79.4,1893-10-21 00:00:00,1893,AL111893,0.0,False
7035,30.0,,TD,22.5,-78.5,1893-10-21 06:00:00,1893,AL111893,0.0,False
7036,35.0,,TS,24.0,-78.0,1893-10-21 12:00:00,1893,AL111893,0.12250000000000001,False
7037,40.0,,TS,25.6,-77.7,1893-10-21 18:00:00,1893,AL111893,0.16,False
7038,45.0,,TS,27.2,-77.8,1893-10-22 00:00:00,1893,AL111893,0.2025,False
7039,50.0,,TS,28.8,-77.8,1893-10-22 06:00:00,1893,AL111893,0.25,False
7040,50.0,,TS,30.5,-77.6,1893-10-22 12:00:00,1893,AL111893,0.25,False
7041,50.0,,TS,32.3,-77.1,1893-10-22 18:00:00,1893,AL111893,0.25,False
7042,50.0,,TS,34.2,-76.0,1893-10-23 00:00:00,1893,AL111893,0.25,False
7043,50.0,,TS,35.2,-75.6,1893-10-23 03:00:00,1893,AL111893,0.25,False
7044,45.0,,TS,36.3,-75.1,1893-10-23 06:00:00,1893,AL111893,0.2025,False
7045,45.0,,TS,38.1,-75.6,1893-10-23 11:00:00,1893,AL111893,0.2025,False
7046,40.0,,TS,38.4,-75.9,1893-10-23 12:00:00,1893,AL111893,0.16,False
7047,35.0,,TS,40.0,-78.0,1893-10-23 18:00:00,1893,AL111893,0.12250000000000001,False
7048,35.0,,TS,26.7,-70.8,1893-11-05 00:00:00,1893,AL121893,0.12250000000000001,False
7049,35.0,,TS,26.8,-71.7,1893-11-05 06:00:00,1893,AL121893,0.12250000000000001,False
7050,40.0,,TS,27.0,-72.5,1893-11-05 12:00:00,1893,AL121893,0.16,False
7051,50.0,,TS,27.2,-73.1,1893-11-05 18:00:00,1893,AL121893,0.25,False
7052,50.0,,TS,27.4,-73.6,1893-11-06 00:00:00,1893,AL121893,0.25,False
7053,45.0,,TS,27.7,-74.1,1893-11-06 06:00:00,1893,AL121893,0.2025,False
7054,45.0,,TS,28.0,-74.5,1893-11-06 12:00:00,1893,AL121893,0.2025,False
7055,45.0,,TS,28.4,-74.9,1893-11-06 18:00:00,1893,AL121893,0.2025,False
7056,50.0,,TS,29.1,-75.3,1893-11-07 00:00:00,1893,AL121893,0.25,False
7057,50.0,,TS,29.8,-75.5,1893-11-07 06:00:00,1893,AL121893,0.25,False
7058,55.0,,TS,30.5,-75.7,1893-11-07 12:00:00,1893,AL121893,0.3025,False
7059,55.0,,TS,31.5,-75.9,1893-11-07 18:00:00,1893,AL121893,0.3025,False
7060,60.0,,TS,32.5,-75.9,1893-11-08 00:00:00,1893,AL121893,0.36000000000000004,False
7061,60.0,,TS,33.6,-75.7,1893-11-08 06:00:00,1893,AL121893,0.36000000000000004,False
7062,60.0,,TS,34.5,-75.3,1893-11-08 12:00:00,1893,AL121893,0.36000000000000004,False
7063,60.0,,TS,35.6,-74.6,1893-11-08 18:00:00,1893,AL121893,0.36000000000000004,False
7064,55.0,,TS,36.6,-73.6,1893-11-09 00:00:00,1893,AL121893,0.3025,False
7065,55.0,,TS,37.2,-72.7,1893-11-09 06:00:00,1893,AL121893,0.3025,False
7066,50.0,,TS,37.7,-71.3,1893-11-09 12:00:00,1893,AL121893,0.25,False
7067,50.0,,TS,38.4,-69.1,1893-11-09 18:00:00,1893,AL121893,0.25,False
7068,35.0,,TS,19.0,-77.4,1894-06-06 00:00:00,1894,AL011894,0.12250000000000001,False
7069,35.0,,TS,19.0,-77.8,1894-06-06 06:00:00,1894,AL011894,0.12250000000000001,False
7070,35.0,,TS,19.0,-78.3,1894-06-06 12:00:00,1894,AL011894,0.12250000000000001,False
7071,35.0,,TS,19.0,-78.9,1894-06-06 18:00:00,1894,AL011894,0.12250000000000001,False
7072,35.0,,TS,19.1,-79.4,1894-06-07 00:00:00,1894,AL011894,0.12250000000000001,False
7073,35.0,,TS,19.2,-80.1,1894-06-07 06:00:00,1894,AL011894,0.12250000000000001,False
7074,35.0,,TS,19.3,-80.7,1894-06-07 12:00:00,1894,AL011894,0.12250000000000001,False
7075,35.0,,TS,19.4,-81.2,1894-06-07 18:00:00,1894,AL011894,0.12250000000000001,False
7076,35.0,,TS,19.5,-82.1,1894-06-08 00:00:00,1894,AL011894,0.12250000000000001,False
7077,35.0,,TS,19.6,-82.7,1894-06-08 06:00:00,1894,AL011894,0.12250000000000001,False
7078,35.0,,TS,19.7,-83.3,1894-06-08 12:00:00,1894,AL011894,0.12250000000000001,False
7079,35.0,,TS,19.9,-83.8,1894-06-08 18:00:00,1894,AL011894,0.12250000000000001,False
7080,35.0,,TS,20.1,-84.4,1894-06-09 00:00:00,1894,AL011894,0.12250000000000001,False
7081,35.0,,TS,20.4,-85.0,1894-06-09 06:00:00,1894,AL011894,0.12250000000000001,False
7082,35.0,,TS,20.7,-85.5,1894-06-09 12:00:00,1894,AL011894,0.12250000000000001,False
7083,35.0,,TS,21.0,-86.0,1894-06-09 18:00:00,1894,AL011894,0.12250000000000001,False
7084,35.0,,TS,26.4,-89.3,1894-08-05 06:00:00,1894,AL021894,0.12250000000000001,True
7085,40.0,,TS,27.0,-89.0,1894-08-05 12:00:00,1894,AL021894,0.16,True
7086,40.0,,TS,27.5,-88.6,1894-08-05 18:00:00,1894,AL021894,0.16,True
7087,45.0,,TS,27.9,-88.2,1894-08-06 00:00:00,1894,AL021894,0.2025,True
7088,50.0,,TS,28.3,-87.9,1894-08-06 06:00:00,1894,AL021894,0.25,True
7089,50.0,,TS,28.7,-87.6,1894-08-06 12:00:00,1894,AL021894,0.25,True
7090,50.0,,TS,29.0,-87.5,1894-08-06 18:00:00,1894,AL021894,0.25,True
7091,50.0,,TS,29.4,-87.4,1894-08-07 00:00:00,1894,AL021894,0.25,True
7092,50.0,,TS,29.7,-87.4,1894-08-07 06:00:00,1894,AL021894,0.25,True
7093,50.0,,TS,30.0,-87.5,1894-08-07 12:00:00,1894,AL021894,0.25,True
7094,50.0,,TS,30.3,-87.6,1894-08-07 18:00:00,1894,AL021894,0.25,True
7095,45.0,,TS,30.6,-87.7,1894-08-08 00:00:00,1894,AL021894,0.2025,False
7096,40.0,,TS,30.9,-88.2,1894-08-08 06:00:00,1894,AL021894,0.16,False
7097,35.0,,TS,31.0,-88.7,1894-08-08 12:00:00,1894,AL021894,0.12250000000000001,False
7098,30.0,,TD,31.1,-89.1,1894-08-08 18:00:00,1894,AL021894,0.0,False
7099,30.0,,TD,31.2,-89.5,1894-08-09 00:00:00,1894,AL021894,0.0,False
7100,25.0,,TD,31.3,-89.9,1894-08-09 06:00:00,1894,AL021894,0.0,False
7101,25.0,,TD,31.5,-90.5,1894-08-09 12:00:00,1894,AL021894,0.0,False
7102,25.0,,TD,31.7,-91.5,1894-08-09 18:00:00,1894,AL021894,0.0,False
7103,35.0,,TS,13.2,-34.8,1894-08-30 00:00:00,1894,AL031894,0.12250000000000001,False
7104,35.0,,TS,13.4,-36.0,1894-08-30 06:00:00,1894,AL031894,0.12250000000000001,False
7105,40.0,,TS,13.6,-37.5,1894-08-30 12:00:00,1894,AL031894,0.16,False
7106,40.0,,TS,13.8,-38.7,1894-08-30 18:00:00,1894,AL031894,0.16,False
7107,45.0,,TS,14.0,-39.9,1894-08-31 00:00:00,1894,AL031894,0.2025,False
7108,45.0,,TS,14.2,-41.1,1894-08-31 06:00:00,1894,AL031894,0.2025,False
7109,45.0,,TS,14.4,-42.3,1894-08-31 12:00:00,1894,AL031894,0.2025,False
7110,50.0,,TS,14.7,-43.5,1894-08-31 18:00:00,1894,AL031894,0.25,False
7111,50.0,,TS,14.9,-44.7,1894-09-01 00:00:00,1894,AL031894,0.25,False
7112,55.0,,TS,15.2,-45.8,1894-09-01 06:00:00,1894,AL031894,0.3025,False
7113,55.0,,TS,15.8,-47.0,1894-09-01 12:00:00,1894,AL031894,0.3025,False
7114,60.0,,TS,16.5,-48.2,1894-09-01 18:00:00,1894,AL031894,0.36000000000000004,False
7115,65.0,,HU,17.2,-49.5,1894-09-02 00:00:00,1894,AL031894,0.42250000000000004,False
7116,65.0,,HU,17.9,-50.8,1894-09-02 06:00:00,1894,AL031894,0.42250000000000004,False
7117,70.0,,HU,18.6,-52.1,1894-09-02 12:00:00,1894,AL031894,0.49000000000000005,False
7118,75.0,,HU,19.3,-53.3,1894-09-02 18:00:00,1894,AL031894,0.5625,False
7119,75.0,,HU,20.0,-54.5,1894-09-03 00:00:00,1894,AL031894,0.5625,False
7120,80.0,,HU,20.7,-55.5,1894-09-03 06:00:00,1894,AL031894,0.64,False
7121,80.0,,HU,21.4,-56.4,1894-09-03 12:00:00,1894,AL031894,0.64,False
7122,85.0,,HU,22.1,-57.1,1894-09-03 18:00:00,1894,AL031894,0.7225,False
7123,85.0,,HU,22.7,-57.6,1894-09-04 00:00:00,1894,AL031894,0.7225,False
7124,85.0,,HU,23.4,-58.0,1894-09-04 06:00:00,1894,AL031894,0.7225,False
7125,85.0,,HU,24.0,-58.4,1894-09-04 12:00:00,1894,AL031894,0.7225,False
7126,85.0,,HU,24.7,-58.8,1894-09-04 18:00:00,1894,AL031894,0.7225,False
7127,85.0,,HU,25.4,-59.2,1894-09-05 00:00:00,1894,AL031894,0.7225,False
7128,85.0,,HU,26.1,-59.5,1894-09-05 06:00:00,1894,AL031894,0.7225,False
7129,85.0,,HU,26.8,-59.7,1894-09-05 12:00:00,1894,AL031894,0.7225,False
7130,85.0,,HU,27.6,-59.7,1894-09-05 18:00:00,1894,AL031894,0.7225,False
7131,90.0,,HU,28.4,-59.5,1894-09-06 00:00:00,1894,AL031894,0.81,False
7132,95.0,,HU,29.3,-59.2,1894-09-06 06:00:00,1894,AL031894,0.9025000000000002,False
7133,100.0,,HU,30.1,-58.8,1894-09-06 12:00:00,1894,AL031894,1.0,False
7134,100.0,,HU,30.9,-58.3,1894-09-06 18:00:00,1894,AL031894,1.0,False
7135,100.0,,HU,31.8,-57.7,1894-09-07 00:00:00,1894,AL031894,1.0,False
7136,100.0,,HU,32.7,-56.9,1894-09-07 06:00:00,1894,AL031894,1.0,False
7137,100.0,,HU,33.6,-56.0,1894-09-07 12:00:00,1894,AL031894,1.0,False
7138,100.0,,HU,34.7,-54.9,1894-09-07 18:00:00,1894,AL031894,1.0,False
7139,100.0,948.0,HU,36.2,-53.4,1894-09-08 00:00:00,1894,AL031894,1.0,False
7140,100.0,,HU,38.0,-51.6,1894-09-08 06:00:00,1894,AL031894,1.0,False
7141,100.0,,HU,40.0,-49.6,1894-09-08 12:00:00,1894,AL031894,1.0,False
7142,90.0,,HU,42.3,-47.3,1894-09-08 18:00:00,1894,AL031894,0.81,False
7143,80.0,,HU,45.0,-44.5,1894-09-09 00:00:00,1894,AL031894,0.64,False
7144,75.0,,HU,48.0,-41.4,1894-09-09 06:00:00,1894,AL031894,0.5625,False
7145,70.0,,HU,51.3,-38.0,1894-09-09 12:00:00,1894,AL031894,0.49000000000000005,False
7146,35.0,,TS,13.4,-50.5,1894-09-18 00:00:00,1894,AL041894,0.12250000000000001,False
7147,40.0,,TS,13.4,-51.0,1894-09-18 06:00:00,1894,AL041894,0.16,False
7148,45.0,,TS,13.5,-51.7,1894-09-18 12:00:00,1894,AL041894,0.2025,False
7149,50.0,,TS,13.6,-52.6,1894-09-18 18:00:00,1894,AL041894,0.25,False
7150,55.0,,TS,13.7,-53.5,1894-09-19 00:00:00,1894,AL041894,0.3025,False
7151,65.0,,HU,13.9,-54.5,1894-09-19 06:00:00,1894,AL041894,0.42250000000000004,False
7152,70.0,,HU,14.0,-55.5,1894-09-19 12:00:00,1894,AL041894,0.49000000000000005,False
7153,80.0,,HU,14.1,-56.3,1894-09-19 18:00:00,1894,AL041894,0.64,False
7154,85.0,,HU,14.3,-57.5,1894-09-20 00:00:00,1894,AL041894,0.7225,False
7155,90.0,,HU,14.5,-58.6,1894-09-20 06:00:00,1894,AL041894,0.81,False
7156,95.0,,HU,14.7,-59.7,1894-09-20 12:00:00,1894,AL041894,0.9025000000000002,False
7157,100.0,,HU,14.9,-61.1,1894-09-20 18:00:00,1894,AL041894,1.0,False
7158,105.0,,HU,15.3,-62.7,1894-09-21 00:00:00,1894,AL041894,1.1025,False
7159,105.0,,HU,15.8,-64.2,1894-09-21 06:00:00,1894,AL041894,1.1025,False
7160,105.0,,HU,16.2,-65.5,1894-09-21 12:00:00,1894,AL041894,1.1025,False
7161,105.0,,HU,16.6,-66.7,1894-09-21 18:00:00,1894,AL041894,1.1025,False
7162,100.0,,HU,17.0,-67.9,1894-09-22 00:00:00,1894,AL041894,1.0,False
7163,95.0,,HU,17.6,-69.3,1894-09-22 06:00:00,1894,AL041894,0.9025000000000002,False
7164,90.0,,HU,18.3,-71.0,1894-09-22 12:00:00,1894,AL041894,0.81,False
7165,75.0,,HU,18.8,-72.7,1894-09-22 18:00:00,1894,AL041894,0.5625,False
7166,80.0,,HU,19.4,-74.3,1894-09-23 00:00:00,1894,AL041894,0.64,False
7167,85.0,,HU,19.9,-75.8,1894-09-23 06:00:00,1894,AL041894,0.7225,False
7168,70.0,,HU,20.5,-77.0,1894-09-23 12:00:00,1894,AL041894,0.49000000000000005,False
7169,70.0,,HU,20.9,-78.2,1894-09-23 18:00:00,1894,AL041894,0.49000000000000005,False
7170,70.0,,HU,21.4,-79.4,1894-09-24 00:00:00,1894,AL041894,0.49000000000000005,False
7171,70.0,,HU,21.8,-80.6,1894-09-24 06:00:00,1894,AL041894,0.49000000000000005,False
7172,65.0,,HU,22.5,-81.5,1894-09-24 12:00:00,1894,AL041894,0.42250000000000004,False
7173,60.0,994.0,TS,22.9,-81.7,1894-09-24 18:00:00,1894,AL041894,0.36000000000000004,False
7174,65.0,,HU,23.4,-81.9,1894-09-25 00:00:00,1894,AL041894,0.42250000000000004,False
7175,70.0,,HU,24.0,-82.0,1894-09-25 06:00:00,1894,AL041894,0.49000000000000005,False
7176,70.0,,HU,24.7,-82.0,1894-09-25 11:00:00,1894,AL041894,0.49000000000000005,True
7177,80.0,985.0,HU,25.0,-82.0,1894-09-25 12:00:00,1894,AL041894,0.64,True
7178,90.0,,HU,26.3,-82.0,1894-09-25 18:00:00,1894,AL041894,0.81,True
7179,90.0,,HU,26.5,-82.0,1894-09-25 19:00:00,1894,AL041894,0.81,True
7180,75.0,,HU,27.6,-81.7,1894-09-26 00:00:00,1894,AL041894,0.5625,False
7181,60.0,,TS,28.6,-81.5,1894-09-26 06:00:00,1894,AL041894,0.36000000000000004,False
7182,65.0,,HU,29.5,-81.2,1894-09-26 12:00:00,1894,AL041894,0.42250000000000004,False
7183,70.0,,HU,30.4,-81.0,1894-09-26 18:00:00,1894,AL041894,0.49000000000000005,False
7184,75.0,,HU,31.2,-80.9,1894-09-27 00:00:00,1894,AL041894,0.5625,False
7185,80.0,,HU,32.0,-80.7,1894-09-27 06:00:00,1894,AL041894,0.64,False
7186,80.0,,HU,32.3,-80.7,1894-09-27 07:00:00,1894,AL041894,0.64,False
7187,70.0,,HU,33.0,-80.3,1894-09-27 12:00:00,1894,AL041894,0.49000000000000005,False
7188,65.0,,HU,33.7,-79.4,1894-09-27 18:00:00,1894,AL041894,0.42250000000000004,False
7189,60.0,,TS,34.0,-78.5,1894-09-28 00:00:00,1894,AL041894,0.36000000000000004,False
7190,60.0,,TS,34.4,-77.6,1894-09-28 06:00:00,1894,AL041894,0.36000000000000004,False
7191,60.0,,TS,34.7,-76.7,1894-09-28 12:00:00,1894,AL041894,0.36000000000000004,False
7192,60.0,,TS,35.2,-76.3,1894-09-28 18:00:00,1894,AL041894,0.36000000000000004,False
7193,60.0,,TS,35.8,-75.8,1894-09-29 00:00:00,1894,AL041894,0.36000000000000004,False
7194,70.0,,HU,36.5,-75.4,1894-09-29 06:00:00,1894,AL041894,0.49000000000000005,False
7195,75.0,,HU,37.0,-75.0,1894-09-29 12:00:00,1894,AL041894,0.5625,False
7196,70.0,,HU,37.5,-74.5,1894-09-29 18:00:00,1894,AL041894,0.49000000000000005,False
7197,65.0,,HU,38.4,-73.9,1894-09-30 00:00:00,1894,AL041894,0.42250000000000004,False
7198,50.0,,TS,39.2,-73.2,1894-09-30 06:00:00,1894,AL041894,0.25,False
7199,40.0,,TS,39.7,-72.5,1894-09-30 12:00:00,1894,AL041894,0.16,False
7200,35.0,,TS,40.2,-71.5,1894-09-30 18:00:00,1894,AL041894,0.12250000000000001,False
7201,35.0,,TS,40.7,-70.0,1894-10-01 00:00:00,1894,AL041894,0.12250000000000001,False
7202,35.0,,TS,41.2,-67.6,1894-10-01 06:00:00,1894,AL041894,0.12250000000000001,False
7203,35.0,,TS,12.5,-79.1,1894-10-01 00:00:00,1894,AL051894,0.12250000000000001,False
7204,35.0,,TS,13.0,-79.5,1894-10-01 06:00:00,1894,AL051894,0.12250000000000001,False
7205,40.0,,TS,13.5,-79.8,1894-10-01 12:00:00,1894,AL051894,0.16,False
7206,40.0,,TS,14.0,-80.2,1894-10-01 18:00:00,1894,AL051894,0.16,False
7207,45.0,,TS,14.5,-80.6,1894-10-02 00:00:00,1894,AL051894,0.2025,False
7208,45.0,,TS,14.9,-80.9,1894-10-02 06:00:00,1894,AL051894,0.2025,False
7209,50.0,,TS,15.4,-81.3,1894-10-02 12:00:00,1894,AL051894,0.25,False
7210,55.0,,TS,15.9,-81.6,1894-10-02 18:00:00,1894,AL051894,0.3025,False
7211,60.0,,TS,16.3,-82.0,1894-10-03 00:00:00,1894,AL051894,0.36000000000000004,False
7212,60.0,,TS,16.7,-82.3,1894-10-03 06:00:00,1894,AL051894,0.36000000000000004,False
7213,65.0,,HU,17.2,-82.6,1894-10-03 12:00:00,1894,AL051894,0.42250000000000004,False
7214,70.0,,HU,17.7,-83.0,1894-10-03 18:00:00,1894,AL051894,0.49000000000000005,False
7215,75.0,,HU,18.3,-83.4,1894-10-04 00:00:00,1894,AL051894,0.5625,False
7216,75.0,,HU,18.9,-83.8,1894-10-04 06:00:00,1894,AL051894,0.5625,False
7217,80.0,,HU,19.5,-84.2,1894-10-04 12:00:00,1894,AL051894,0.64,False
7218,85.0,,HU,20.0,-84.5,1894-10-04 18:00:00,1894,AL051894,0.7225,False
