,vmax,mslp,type,lat,lon,time,season,stormid,ace,contained
0,80.0,,HU,28.0,-94.8,1851-06-25 00:00:00,1851,AL011851,0.64,True
1,80.0,,HU,28.0,-95.4,1851-06-25 06:00:00,1851,AL011851,0.64,True
2,80.0,,HU,28.0,-96.0,1851-06-25 12:00:00,1851,AL011851,0.64,True
3,80.0,,HU,28.1,-96.5,1851-06-25 18:00:00,1851,AL011851,0.64,True
4,80.0,,HU,28.2,-96.8,1851-06-25 21:00:00,1851,AL011851,0.64,True
5,70.0,,HU,28.2,-97.0,1851-06-26 00:00:00,1851,AL011851,0.49000000000000005,False
6,60.0,,TS,28.3,-97.6,1851-06-26 06:00:00,1851,AL011851,0.36000000000000004,False
7,60.0,,TS,28.4,-98.3,1851-06-26 12:00:00,1851,AL011851,0.36000000000000004,False
8,50.0,,TS,28.6,-98.9,1851-06-26 18:00:00,1851,AL011851,0.25,False
9,50.0,,TS,29.0,-99.4,1851-06-27 00:00:00,1851,AL011851,0.25,False
10,40.0,,TS,29.5,-99.8,1851-06-27 06:00:00,1851,AL011851,0.16,False
11,40.0,,TS,30.0,-100.0,1851-06-27 12:00:00,1851,AL011851,0.16,False
12,40.0,,TS,30.5,-100.1,1851-06-27 18:00:00,1851,AL011851,0.16,False
13,40.0,,TS,31.0,-100.2,1851-06-28 00:00:00,1851,AL011851,0.16,False
14,80.0,,HU,22.2,-97.6,1851-07-05 12:00:00,1851,AL021851,0.64,True
15,50.0,,TS,12.0,-60.0,1851-07-10 12:00:00,1851,AL031851,0.25,False
16,40.0,,TS,13.4,-48.0,1851-08-16 00:00:00,1851,AL041851,0.16,False
17,40.0,,TS,13.7,-49.5,1851-08-16 06:00:00,1851,AL041851,0.16,False
18,50.0,,TS,14.0,-51.0,1851-08-16 12:00:00,1851,AL041851,0.25,False
19,50.0,,TS,14.4,-52.8,1851-08-16 18:00:00,1851,AL041851,0.25,False
20,60.0,,TS,14.9,-54.6,1851-08-17 00:00:00,1851,AL041851,0.36000000000000004,False
21,60.0,,TS,15.4,-56.5,1851-08-17 06:00:00,1851,AL041851,0.36000000000000004,False
22,70.0,,HU,15.9,-58.5,1851-08-17 12:00:00,1851,AL041851,0.49000000000000005,False
23,70.0,,HU,16.1,-60.4,1851-08-17 18:00:00,1851,AL041851,0.49000000000000005,False
24,80.0,,HU,16.6,-62.5,1851-08-18 00:00:00,1851,AL041851,0.64,False
25,80.0,,HU,16.9,-64.1,1851-08-18 06:00:00,1851,AL041851,0.64,False
26,90.0,,HU,17.2,-66.0,1851-08-18 12:00:00,1851,AL041851,0.81,False
27,90.0,,HU,17.6,-67.6,1851-08-18 18:00:00,1851,AL041851,0.81,False
28,90.0,,HU,18.0,-69.3,1851-08-19 00:00:00,1851,AL041851,0.81,False
29,70.0,,HU,18.4,-71.1,1851-08-19 06:00:00,1851,AL041851,0.49000000000000005,False
30,60.0,,TS,18.9,-72.6,1851-08-19 12:00:00,1851,AL041851,0.36000000000000004,False
31,60.0,,TS,19.4,-74.3,1851-08-19 18:00:00,1851,AL041851,0.36000000000000004,False
32,70.0,,HU,19.9,-75.9,1851-08-20 00:00:00,1851,AL041851,0.49000000000000005,False
33,70.0,,HU,20.5,-77.6,1851-08-20 06:00:00,1851,AL041851,0.49000000000000005,False
34,70.0,,HU,21.2,-79.0,1851-08-20 12:00:00,1851,AL041851,0.49000000000000005,False
35,70.0,,HU,21.9,-80.4,1851-08-20 18:00:00,1851,AL041851,0.49000000000000005,False
36,60.0,,TS,22.6,-81.4,1851-08-21 00:00:00,1851,AL041851,0.36000000000000004,False
37,60.0,,TS,23.2,-82.5,1851-08-21 06:00:00,1851,AL041851,0.36000000000000004,False
38,70.0,,HU,23.9,-83.6,1851-08-21 12:00:00,1851,AL041851,0.49000000000000005,True
39,70.0,,HU,24.4,-84.3,1851-08-21 18:00:00,1851,AL041851,0.49000000000000005,True
40,80.0,,HU,25.0,-84.9,1851-08-22 00:00:00,1851,AL041851,0.64,True
41,80.0,,HU,25.6,-85.5,1851-08-22 06:00:00,1851,AL041851,0.64,True
42,90.0,,HU,26.2,-86.0,1851-08-22 12:00:00,1851,AL041851,0.81,True
43,90.0,,HU,26.8,-86.3,1851-08-22 18:00:00,1851,AL041851,0.81,True
44,100.0,,HU,27.4,-86.5,1851-08-23 00:00:00,1851,AL041851,1.0,True
45,100.0,,HU,28.0,-86.6,1851-08-23 06:00:00,1851,AL041851,1.0,True
46,100.0,,HU,28.5,-86.6,1851-08-23 12:00:00,1851,AL041851,1.0,True
47,100.0,,HU,29.6,-86.1,1851-08-23 18:00:00,1851,AL041851,1.0,True
48,100.0,,HU,30.1,-85.7,1851-08-23 21:00:00,1851,AL041851,1.0,True
49,90.0,,HU,30.7,-85.1,1851-08-24 00:00:00,1851,AL041851,0.81,False
50,70.0,,HU,31.6,-84.1,1851-08-24 06:00:00,1851,AL041851,0.49000000000000005,False
51,60.0,,TS,32.5,-83.0,1851-08-24 12:00:00,1851,AL041851,0.36000000000000004,False
52,50.0,,TS,33.4,-81.4,1851-08-24 18:00:00,1851,AL041851,0.25,False
53,40.0,,TS,34.0,-80.0,1851-08-25 00:00:00,1851,AL041851,0.16,False
54,40.0,,TS,34.8,-78.6,1851-08-25 06:00:00,1851,AL041851,0.16,False
55,40.0,,TS,35.8,-77.0,1851-08-25 12:00:00,1851,AL041851,0.16,False
56,40.0,,TS,36.8,-75.1,1851-08-25 18:00:00,1851,AL041851,0.16,False
57,40.0,,TS,37.8,-73.6,1851-08-26 00:00:00,1851,AL041851,0.16,False
58,40.0,,TS,38.9,-71.8,1851-08-26 06:00:00,1851,AL041851,0.16,False
59,40.0,,TS,40.0,-70.0,1851-08-26 12:00:00,1851,AL041851,0.16,False
60,40.0,,TS,41.3,-66.8,1851-08-26 18:00:00,1851,AL041851,0.16,False
61,40.0,,TS,42.8,-63.3,1851-08-27 00:00:00,1851,AL041851,0.16,False
62,40.0,,TS,44.5,-60.2,1851-08-27 06:00:00,1851,AL041851,0.16,False
63,40.0,,TS,46.4,-57.2,1851-08-27 12:00:00,1851,AL041851,0.16,False
64,40.0,,TS,48.5,-54.2,1851-08-27 18:00:00,1851,AL041851,0.16,False
65,50.0,,TS,32.5,-73.5,1851-09-13 00:00:00,1851,AL051851,0.25,False
66,50.0,,TS,32.5,-73.5,1851-09-13 06:00:00,1851,AL051851,0.25,False
67,50.0,,TS,32.5,-73.5,1851-09-13 12:00:00,1851,AL051851,0.25,False
68,50.0,,TS,32.5,-73.5,1851-09-13 18:00:00,1851,AL051851,0.25,False
69,50.0,,TS,32.5,-73.5,1851-09-14 00:00:00,1851,AL051851,0.25,False
70,50.0,,TS,32.5,-73.5,1851-09-14 06:00:00,1851,AL051851,0.25,False
71,50.0,,TS,32.5,-73.5,1851-09-14 12:00:00,1851,AL051851,0.25,False
72,50.0,,TS,32.5,-73.5,1851-09-14 18:00:00,1851,AL051851,0.25,False
73,50.0,,TS,32.5,-73.5,1851-09-15 00:00:00,1851,AL051851,0.25,False
74,50.0,,TS,32.5,-73.5,1851-09-15 06:00:00,1851,AL051851,0.25,False
75,50.0,,TS,32.5,-73.5,1851-09-15 12:00:00,1851,AL051851,0.25,False
76,50.0,,TS,32.5,-73.5,1851-09-15 18:00:00,1851,AL051851,0.25,False
77,50.0,,TS,32.5,-73.5,1851-09-16 00:00:00,1851,AL051851,0.25,False
78,50.0,,TS,32.5,-73.5,1851-09-16 06:00:00,1851,AL051851,0.25,False
79,50.0,,TS,32.5,-73.5,1851-09-16 12:00:00,1851,AL051851,0.25,False
80,50.0,,TS,32.5,-73.5,1851-09-16 18:00:00,1851,AL051851,0.25,False
81,40.0,,TS,28.7,-78.0,1851-10-16 00:00:00,1851,AL061851,0.16,False
82,40.0,,TS,29.1,-77.8,1851-10-16 06:00:00,1851,AL061851,0.16,False
83,50.0,,TS,29.5,-77.5,1851-10-16 12:00:00,1851,AL061851,0.25,False
84,50.0,,TS,30.1,-77.1,1851-10-16 18:00:00,1851,AL061851,0.25,False
85,60.0,,TS,30.7,-76.6,1851-10-17 00:00:00,1851,AL061851,0.36000000000000004,False
86,60.0,,TS,31.2,-76.3,1851-10-17 06:00:00,1851,AL061851,0.36000000000000004,False
87,60.0,,TS,31.6,-75.9,1851-10-17 12:00:00,1851,AL061851,0.36000000000000004,False
88,60.0,,TS,32.0,-75.5,1851-10-17 18:00:00,1851,AL061851,0.36000000000000004,False
89,60.0,,TS,32.7,-74.9,1851-10-18 00:00:00,1851,AL061851,0.36000000000000004,False
90,60.0,,TS,33.3,-74.3,1851-10-18 06:00:00,1851,AL061851,0.36000000000000004,False
91,60.0,,TS,34.0,-73.8,1851-10-18 12:00:00,1851,AL061851,0.36000000000000004,False
92,60.0,,TS,35.3,-73.0,1851-10-18 18:00:00,1851,AL061851,0.36000000000000004,False
93,50.0,,TS,37.0,-72.6,1851-10-19 00:00:00,1851,AL061851,0.25,False
94,50.0,,TS,38.5,-72.1,1851-10-19 06:00:00,1851,AL061851,0.25,False
95,50.0,,TS,40.2,-71.8,1851-10-19 12:00:00,1851,AL061851,0.25,False
96,50.0,,TS,41.1,-71.7,1851-10-19 15:00:00,1851,AL061851,0.25,False
97,40.0,,TS,42.0,-71.6,1851-10-19 18:00:00,1851,AL061851,0.16,False
98,60.0,,TS,20.5,-67.1,1852-08-19 00:00:00,1852,AL011852,0.36000000000000004,False
99,60.0,,TS,20.7,-68.0,1852-08-19 06:00:00,1852,AL011852,0.36000000000000004,False
100,60.0,,TS,20.9,-68.8,1852-08-19 12:00:00,1852,AL011852,0.36000000000000004,False
101,60.0,,TS,21.1,-69.6,1852-08-19 18:00:00,1852,AL011852,0.36000000000000004,False
102,70.0,,HU,21.2,-70.6,1852-08-20 00:00:00,1852,AL011852,0.49000000000000005,False
103,70.0,,HU,21.5,-71.9,1852-08-20 06:00:00,1852,AL011852,0.49000000000000005,False
104,70.0,,HU,21.7,-73.0,1852-08-20 12:00:00,1852,AL011852,0.49000000000000005,False
105,70.0,,HU,21.9,-74.0,1852-08-20 18:00:00,1852,AL011852,0.49000000000000005,False
106,80.0,,HU,22.1,-74.9,1852-08-21 00:00:00,1852,AL011852,0.64,False
107,80.0,,HU,22.2,-76.1,1852-08-21 06:00:00,1852,AL011852,0.64,False
108,80.0,,HU,22.6,-77.1,1852-08-21 12:00:00,1852,AL011852,0.64,False
109,80.0,,HU,22.9,-78.1,1852-08-21 18:00:00,1852,AL011852,0.64,False
110,90.0,,HU,23.2,-79.3,1852-08-22 00:00:00,1852,AL011852,0.81,False
111,90.0,,HU,23.5,-80.1,1852-08-22 06:00:00,1852,AL011852,0.81,False
112,90.0,,HU,23.8,-81.1,1852-08-22 12:00:00,1852,AL011852,0.81,False
113,90.0,,HU,24.2,-82.1,1852-08-22 18:00:00,1852,AL011852,0.81,False
114,90.0,,HU,24.7,-83.1,1852-08-23 00:00:00,1852,AL011852,0.81,True
115,90.0,,HU,25.2,-83.9,1852-08-23 06:00:00,1852,AL011852,0.81,True
116,90.0,,HU,25.7,-84.6,1852-08-23 12:00:00,1852,AL011852,0.81,True
117,90.0,,HU,26.2,-85.3,1852-08-23 18:00:00,1852,AL011852,0.81,True
118,100.0,,HU,26.7,-86.0,1852-08-24 00:00:00,1852,AL011852,1.0,True
119,100.0,,HU,27.2,-86.6,1852-08-24 06:00:00,1852,AL011852,1.0,True
120,100.0,,HU,27.7,-87.1,1852-08-24 12:00:00,1852,AL011852,1.0,True
121,100.0,,HU,28.2,-87.5,1852-08-24 18:00:00,1852,AL011852,1.0,True
122,100.0,,HU,28.6,-87.8,1852-08-25 00:00:00,1852,AL011852,1.0,True
123,100.0,,HU,28.8,-88.0,1852-08-25 06:00:00,1852,AL011852,1.0,True
124,100.0,,HU,29.1,-88.2,1852-08-25 12:00:00,1852,AL011852,1.0,True
125,100.0,,HU,29.4,-88.4,1852-08-25 18:00:00,1852,AL011852,1.0,True
126,100.0,,HU,29.8,-88.6,1852-08-26 00:00:00,1852,AL011852,1.0,True
127,100.0,961.0,HU,30.2,-88.6,1852-08-26 06:00:00,1852,AL011852,1.0,True
128,90.0,,HU,30.6,-88.5,1852-08-26 12:00:00,1852,AL011852,0.81,False
129,70.0,,HU,31.2,-88.1,1852-08-26 18:00:00,1852,AL011852,0.49000000000000005,False
130,50.0,,TS,31.8,-87.4,1852-08-27 00:00:00,1852,AL011852,0.25,False
131,40.0,,TS,32.3,-86.3,1852-08-27 06:00:00,1852,AL011852,0.16,False
132,40.0,,TS,32.8,-84.8,1852-08-27 12:00:00,1852,AL011852,0.16,False
133,40.0,,TS,33.2,-82.8,1852-08-27 18:00:00,1852,AL011852,0.16,False
134,40.0,,TS,33.5,-80.5,1852-08-28 00:00:00,1852,AL011852,0.16,False
135,40.0,,TS,33.8,-78.2,1852-08-28 06:00:00,1852,AL011852,0.16,False
136,40.0,,TS,34.0,-76.0,1852-08-28 12:00:00,1852,AL011852,0.16,False
137,40.0,,TS,34.4,-74.2,1852-08-28 18:00:00,1852,AL011852,0.16,False
138,50.0,,TS,35.2,-72.8,1852-08-29 00:00:00,1852,AL011852,0.25,False
139,50.0,,TS,36.4,-71.8,1852-08-29 06:00:00,1852,AL011852,0.25,False
140,50.0,,TS,38.0,-70.8,1852-08-29 12:00:00,1852,AL011852,0.25,False
141,50.0,,TS,39.6,-69.6,1852-08-29 18:00:00,1852,AL011852,0.25,False
142,50.0,,TS,41.0,-68.0,1852-08-30 00:00:00,1852,AL011852,0.25,False
143,70.0,,HU,17.0,-64.1,1852-09-05 00:00:00,1852,AL021852,0.49000000000000005,False
144,70.0,,HU,17.4,-65.1,1852-09-05 06:00:00,1852,AL021852,0.49000000000000005,False
145,70.0,,HU,17.7,-66.1,1852-09-05 12:00:00,1852,AL021852,0.49000000000000005,False
146,60.0,,TS,18.2,-67.1,1852-09-05 18:00:00,1852,AL021852,0.36000000000000004,False
147,60.0,,TS,18.6,-68.8,1852-09-06 00:00:00,1852,AL021852,0.36000000000000004,False
148,50.0,,TS,19.2,-70.1,1852-09-06 06:00:00,1852,AL021852,0.25,False
149,40.0,,TS,19.5,-71.4,1852-09-06 12:00:00,1852,AL021852,0.16,False
150,40.0,,TS,19.7,-72.5,1852-09-06 18:00:00,1852,AL021852,0.16,False
151,70.0,,HU,26.4,-90.4,1852-09-09 00:00:00,1852,AL031852,0.49000000000000005,True
152,70.0,,HU,26.5,-89.6,1852-09-09 06:00:00,1852,AL031852,0.49000000000000005,True
153,70.0,,HU,26.6,-88.8,1852-09-09 12:00:00,1852,AL031852,0.49000000000000005,True
154,70.0,,HU,26.6,-88.1,1852-09-09 18:00:00,1852,AL031852,0.49000000000000005,True
155,70.0,,HU,26.8,-87.4,1852-09-10 00:00:00,1852,AL031852,0.49000000000000005,True
156,70.0,,HU,26.9,-86.6,1852-09-10 06:00:00,1852,AL031852,0.49000000000000005,True
157,70.0,,HU,27.1,-86.1,1852-09-10 12:00:00,1852,AL031852,0.49000000000000005,True
158,70.0,,HU,27.3,-85.6,1852-09-10 18:00:00,1852,AL031852,0.49000000000000005,True
159,70.0,,HU,27.5,-85.1,1852-09-11 00:00:00,1852,AL031852,0.49000000000000005,True
160,70.0,,HU,27.7,-84.6,1852-09-11 06:00:00,1852,AL031852,0.49000000000000005,True
161,70.0,,HU,27.8,-84.0,1852-09-11 12:00:00,1852,AL031852,0.49000000000000005,True
162,70.0,,HU,27.9,-83.4,1852-09-11 18:00:00,1852,AL031852,0.49000000000000005,True
163,70.0,,HU,28.0,-82.8,1852-09-12 00:00:00,1852,AL031852,0.49000000000000005,True
164,60.0,,TS,28.1,-82.2,1852-09-12 06:00:00,1852,AL031852,0.36000000000000004,False
165,50.0,,TS,28.2,-81.5,1852-09-12 12:00:00,1852,AL031852,0.25,False
166,50.0,,TS,28.5,-80.5,1852-09-12 18:00:00,1852,AL031852,0.25,False
167,60.0,,TS,29.2,-79.0,1852-09-13 00:00:00,1852,AL031852,0.36000000000000004,False
168,70.0,,HU,30.4,-77.0,1852-09-13 06:00:00,1852,AL031852,0.49000000000000005,False
169,70.0,,HU,32.0,-74.5,1852-09-13 12:00:00,1852,AL031852,0.49000000000000005,False
170,70.0,,HU,34.0,-71.5,1852-09-13 18:00:00,1852,AL031852,0.49000000000000005,False
171,50.0,,TS,16.1,-58.5,1852-09-22 00:00:00,1852,AL041852,0.25,False
172,50.0,,TS,16.4,-59.1,1852-09-22 06:00:00,1852,AL041852,0.25,False
173,50.0,,TS,16.7,-59.7,1852-09-22 12:00:00,1852,AL041852,0.25,False
174,50.0,,TS,17.0,-60.3,1852-09-22 18:00:00,1852,AL041852,0.25,False
175,60.0,,TS,17.4,-61.2,1852-09-23 00:00:00,1852,AL041852,0.36000000000000004,False
176,60.0,,TS,17.7,-62.2,1852-09-23 06:00:00,1852,AL041852,0.36000000000000004,False
177,70.0,,HU,18.1,-63.1,1852-09-23 12:00:00,1852,AL041852,0.49000000000000005,False
178,70.0,,HU,18.4,-63.7,1852-09-23 18:00:00,1852,AL041852,0.49000000000000005,False
179,70.0,,HU,18.7,-64.3,1852-09-24 00:00:00,1852,AL041852,0.49000000000000005,False
180,70.0,,HU,18.9,-65.0,1852-09-24 06:00:00,1852,AL041852,0.49000000000000005,False
181,70.0,,HU,19.1,-65.8,1852-09-24 12:00:00,1852,AL041852,0.49000000000000005,False
182,70.0,,HU,19.2,-66.6,1852-09-24 18:00:00,1852,AL041852,0.49000000000000005,False
183,80.0,,HU,19.5,-67.4,1852-09-25 00:00:00,1852,AL041852,0.64,False
184,80.0,,HU,19.7,-68.1,1852-09-25 06:00:00,1852,AL041852,0.64,False
185,80.0,,HU,19.9,-68.8,1852-09-25 12:00:00,1852,AL041852,0.64,False
186,80.0,,HU,20.0,-69.6,1852-09-25 18:00:00,1852,AL041852,0.64,False
187,80.0,,HU,20.1,-70.3,1852-09-26 00:00:00,1852,AL041852,0.64,False
188,80.0,,HU,20.4,-70.9,1852-09-26 06:00:00,1852,AL041852,0.64,False
189,80.0,,HU,20.7,-71.6,1852-09-26 12:00:00,1852,AL041852,0.64,False
190,80.0,,HU,21.0,-72.1,1852-09-26 18:00:00,1852,AL041852,0.64,False
191,80.0,,HU,21.4,-73.0,1852-09-27 00:00:00,1852,AL041852,0.64,False
192,80.0,,HU,21.9,-73.6,1852-09-27 06:00:00,1852,AL041852,0.64,False
193,80.0,,HU,22.5,-74.0,1852-09-27 12:00:00,1852,AL041852,0.64,False
194,80.0,,HU,23.2,-74.4,1852-09-27 18:00:00,1852,AL041852,0.64,False
195,80.0,,HU,23.9,-74.6,1852-09-28 00:00:00,1852,AL041852,0.64,False
196,80.0,,HU,24.6,-74.6,1852-09-28 06:00:00,1852,AL041852,0.64,False
197,80.0,,HU,25.4,-74.5,1852-09-28 12:00:00,1852,AL041852,0.64,False
198,80.0,,HU,26.5,-74.0,1852-09-28 18:00:00,1852,AL041852,0.64,False
199,80.0,,HU,27.4,-73.5,1852-09-29 00:00:00,1852,AL041852,0.64,False
200,80.0,,HU,28.2,-72.9,1852-09-29 06:00:00,1852,AL041852,0.64,False
201,80.0,,HU,29.0,-72.3,1852-09-29 12:00:00,1852,AL041852,0.64,False
202,80.0,,HU,30.2,-71.5,1852-09-29 18:00:00,1852,AL041852,0.64,False
203,70.0,,HU,31.6,-70.5,1852-09-30 00:00:00,1852,AL041852,0.49000000000000005,False
204,70.0,,HU,32.7,-69.6,1852-09-30 06:00:00,1852,AL041852,0.49000000000000005,False
205,70.0,,HU,33.8,-69.1,1852-09-30 12:00:00,1852,AL041852,0.49000000000000005,False
206,70.0,,HU,34.9,-68.6,1852-09-30 18:00:00,1852,AL041852,0.49000000000000005,False
207,90.0,,HU,17.0,-73.8,1852-10-06 00:00:00,1852,AL051852,0.81,False
208,90.0,,HU,17.1,-75.0,1852-10-06 06:00:00,1852,AL051852,0.81,False
209,90.0,,HU,17.2,-76.3,1852-10-06 12:00:00,1852,AL051852,0.81,False
210,90.0,,HU,17.2,-77.8,1852-10-06 18:00:00,1852,AL051852,0.81,False
211,90.0,,HU,17.7,-79.6,1852-10-07 00:00:00,1852,AL051852,0.81,False
212,90.0,,HU,18.2,-81.5,1852-10-07 06:00:00,1852,AL051852,0.81,False
213,90.0,,HU,18.7,-83.1,1852-10-07 12:00:00,1852,AL051852,0.81,False
214,90.0,,HU,19.5,-84.4,1852-10-07 18:00:00,1852,AL051852,0.81,False
215,90.0,,HU,20.4,-85.5,1852-10-08 00:00:00,1852,AL051852,0.81,False
216,90.0,,HU,21.2,-86.4,1852-10-08 06:00:00,1852,AL051852,0.81,False
217,90.0,,HU,22.4,-86.9,1852-10-08 12:00:00,1852,AL051852,0.81,True
218,90.0,,HU,24.0,-86.8,1852-10-08 18:00:00,1852,AL051852,0.81,True
219,90.0,,HU,25.6,-86.4,1852-10-09 00:00:00,1852,AL051852,0.81,True
220,90.0,,HU,26.9,-85.9,1852-10-09 06:00:00,1852,AL051852,0.81,True
221,90.0,,HU,28.0,-85.5,1852-10-09 12:00:00,1852,AL051852,0.81,True
222,90.0,,HU,29.2,-84.9,1852-10-09 18:00:00,1852,AL051852,0.81,True
223,90.0,,HU,29.9,-84.4,1852-10-09 21:00:00,1852,AL051852,0.81,False
224,80.0,,HU,30.5,-83.9,1852-10-10 00:00:00,1852,AL051852,0.64,False
225,60.0,,TS,31.8,-82.8,1852-10-10 06:00:00,1852,AL051852,0.36000000000000004,False
226,50.0,,TS,33.0,-81.1,1852-10-10 12:00:00,1852,AL051852,0.25,False
227,50.0,,TS,34.0,-79.5,1852-10-10 18:00:00,1852,AL051852,0.25,False
228,50.0,,TS,35.0,-77.0,1852-10-11 00:00:00,1852,AL051852,0.25,False
229,50.0,,TS,36.0,-74.0,1852-10-11 06:00:00,1852,AL051852,0.25,False
230,60.0,,TS,38.0,-70.0,1852-10-11 12:00:00,1852,AL051852,0.36000000000000004,False
231,60.0,,TS,40.0,-66.0,1852-10-11 18:00:00,1852,AL051852,0.36000000000000004,False
232,50.0,,TS,32.5,-69.0,1853-08-05 12:00:00,1853,AL011853,0.25,False
233,40.0,,TS,12.0,-60.0,1853-08-10 12:00:00,1853,AL021853,0.16,False
234,40.0,,TS,12.1,-23.2,1853-08-30 00:00:00,1853,AL031853,0.16,False
235,40.0,,TS,12.3,-25.1,1853-08-30 06:00:00,1853,AL031853,0.16,False
236,40.0,,TS,12.5,-27.0,1853-08-30 12:00:00,1853,AL031853,0.16,False
237,40.0,,TS,12.8,-28.9,1853-08-30 18:00:00,1853,AL031853,0.16,False
238,50.0,,TS,13.0,-30.9,1853-08-31 00:00:00,1853,AL031853,0.25,False
239,50.0,,TS,13.3,-33.0,1853-08-31 06:00:00,1853,AL031853,0.25,False
240,60.0,,TS,13.6,-35.0,1853-08-31 12:00:00,1853,AL031853,0.36000000000000004,False
241,60.0,,TS,13.9,-36.8,1853-08-31 18:00:00,1853,AL031853,0.36000000000000004,False
242,70.0,,HU,14.2,-38.5,1853-09-01 00:00:00,1853,AL031853,0.49000000000000005,False
243,70.0,,HU,14.6,-40.5,1853-09-01 06:00:00,1853,AL031853,0.49000000000000005,False
244,80.0,,HU,14.9,-42.3,1853-09-01 12:00:00,1853,AL031853,0.64,False
245,80.0,,HU,15.2,-43.9,1853-09-01 18:00:00,1853,AL031853,0.64,False
246,90.0,,HU,15.7,-45.7,1853-09-02 00:00:00,1853,AL031853,0.81,False
247,90.0,,HU,16.2,-47.3,1853-09-02 06:00:00,1853,AL031853,0.81,False
248,100.0,,HU,16.7,-49.0,1853-09-02 12:00:00,1853,AL031853,1.0,False
249,110.0,,HU,17.4,-51.0,1853-09-02 18:00:00,1853,AL031853,1.21,False
250,120.0,,HU,18.2,-52.8,1853-09-03 00:00:00,1853,AL031853,1.4400000000000002,False
251,130.0,,HU,19.1,-54.6,1853-09-03 06:00:00,1853,AL031853,1.6900000000000002,False
252,130.0,924.0,HU,19.7,-56.2,1853-09-03 12:00:00,1853,AL031853,1.6900000000000002,False
253,130.0,,HU,20.7,-58.0,1853-09-03 18:00:00,1853,AL031853,1.6900000000000002,False
254,120.0,,HU,21.2,-59.9,1853-09-04 00:00:00,1853,AL031853,1.4400000000000002,False
255,120.0,,HU,22.0,-61.8,1853-09-04 06:00:00,1853,AL031853,1.4400000000000002,False
256,120.0,,HU,22.7,-63.7,1853-09-04 12:00:00,1853,AL031853,1.4400000000000002,False
257,120.0,,HU,23.4,-65.3,1853-09-04 18:00:00,1853,AL031853,1.4400000000000002,False
258,120.0,,HU,24.2,-67.1,1853-09-05 00:00:00,1853,AL031853,1.4400000000000002,False
259,120.0,,HU,25.0,-68.6,1853-09-05 06:00:00,1853,AL031853,1.4400000000000002,False
260,120.0,,HU,25.8,-70.1,1853-09-05 12:00:00,1853,AL031853,1.4400000000000002,False
261,120.0,,HU,26.6,-71.1,1853-09-05 18:00:00,1853,AL031853,1.4400000000000002,False
262,120.0,,HU,27.3,-72.0,1853-09-06 00:00:00,1853,AL031853,1.4400000000000002,False
263,120.0,,HU,28.2,-72.9,1853-09-06 06:00:00,1853,AL031853,1.4400000000000002,False
264,120.0,,HU,29.1,-73.5,1853-09-06 12:00:00,1853,AL031853,1.4400000000000002,False
265,120.0,,HU,30.2,-74.0,1853-09-06 18:00:00,1853,AL031853,1.4400000000000002,False
266,110.0,,HU,31.2,-74.3,1853-09-07 00:00:00,1853,AL031853,1.21,False
267,110.0,,HU,32.5,-74.1,1853-09-07 06:00:00,1853,AL031853,1.21,False
268,100.0,,HU,33.7,-73.9,1853-09-07 12:00:00,1853,AL031853,1.0,False
269,100.0,,HU,34.9,-72.9,1853-09-07 18:00:00,1853,AL031853,1.0,False
270,100.0,,HU,36.0,-71.6,1853-09-08 00:00:00,1853,AL031853,1.0,False
271,100.0,,HU,36.8,-69.9,1853-09-08 06:00:00,1853,AL031853,1.0,False
272,100.0,,HU,37.5,-67.9,1853-09-08 12:00:00,1853,AL031853,1.0,False
273,100.0,,HU,38.2,-65.4,1853-09-08 18:00:00,1853,AL031853,1.0,False
274,100.0,,HU,39.0,-62.3,1853-09-09 00:00:00,1853,AL031853,1.0,False
275,90.0,,HU,39.9,-59.4,1853-09-09 06:00:00,1853,AL031853,0.81,False
276,80.0,,HU,40.8,-56.8,1853-09-09 12:00:00,1853,AL031853,0.64,False
277,70.0,,HU,41.9,-53.4,1853-09-09 18:00:00,1853,AL031853,0.49000000000000005,False
278,70.0,,HU,42.9,-49.5,1853-09-10 00:00:00,1853,AL031853,0.49000000000000005,False
279,70.0,,HU,43.9,-45.5,1853-09-10 06:00:00,1853,AL031853,0.49000000000000005,False
280,70.0,,HU,45.0,-41.2,1853-09-10 12:00:00,1853,AL031853,0.49000000000000005,False
281,70.0,,HU,46.2,-36.2,1853-09-10 18:00:00,1853,AL031853,0.49000000000000005,False
282,100.0,,HU,37.0,-53.0,1853-09-08 00:00:00,1853,AL041853,1.0,False
283,100.0,,HU,38.0,-51.0,1853-09-08 06:00:00,1853,AL041853,1.0,False
284,100.0,,HU,39.0,-49.0,1853-09-08 12:00:00,1853,AL041853,1.0,False
285,100.0,,HU,40.0,-46.8,1853-09-08 18:00:00,1853,AL041853,1.0,False
286,100.0,,HU,41.3,-44.0,1853-09-09 00:00:00,1853,AL041853,1.0,False
287,100.0,,HU,42.5,-41.5,1853-09-09 06:00:00,1853,AL041853,1.0,False
288,100.0,,HU,43.4,-39.3,1853-09-09 12:00:00,1853,AL041853,1.0,False
289,100.0,,HU,44.5,-37.2,1853-09-09 18:00:00,1853,AL041853,1.0,False
290,100.0,,HU,45.5,-34.7,1853-09-10 00:00:00,1853,AL041853,1.0,False
291,100.0,,HU,46.3,-32.3,1853-09-10 06:00:00,1853,AL041853,1.0,False
